t,Lignite_Coal,Petcoke,Alternative_Fuel,Feed_rate,Fuel_rate,Kiln_solid_out,Clinker_output,Air_flow,Cooling_air_flow,ID_fan_speed,Damper_position,kiln_rpm,Material_acc,Residence,Tg_preheater,Ts_preheater,Tg_calcination,Ts_calcination,Tg_burning,Ts_burning,Tg_Cooling,Ts_Cooling,O2,CO_ppm,P_preheater,P_calcination,P_burning,Q_in,Q_out,Q_acc,Q_loss,Q_reaction,Q_gas,Q_clinker,Clinker_yield,dTg_burning,Energy_Error,dCaO_calcination,LSF,dC3A,dC4AF,dC2S,dC3S,Mass_Balance_Error,Tw_burning,CaCO3,CaO,CO2,SiO2,Al2O3,Fe2O3,C2S,C3S,C3A,C4AF,Feed_rate_kgs,Fuel_rate_kgs,Air_flow_kgs,Cooling_air_flow_kgs
35.5,0.85417,0.05499,0.09084,71.77657,4.95575,71.77178,46.30437,57799.26344,80671.64989,1354.93625,45.57751,2.34313,72.9625,60.98992,266.66693,280.2741,400.00037,400.00037,1437.88359,1429.19608,1519.93044,1474.12998,6.0,20.0,-120.0,-367.66481,0.0,35575.0,35875.01255,1669.0,34125.6228,80.38975,7702.08582,15000.0,0.65,-0.31832,0.84332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.0105,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
35.66667,0.854,0.05509,0.09092,71.78018,4.95833,71.77509,46.30651,57850.89527,80674.42009,1356.74558,45.49394,2.34398,72.96325,60.98771,266.66693,280.17529,400.00037,400.00037,1437.83589,1429.21671,1519.82367,1474.19798,6.0,20.0,-120.0,-367.98294,0.0,35575.0,35870.48837,1669.0,34121.09457,80.3938,7705.84398,15000.0,0.65,-0.31786,0.83061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.05943,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
35.83333,0.85382,0.05518,0.091,71.7838,4.96091,71.7784,46.30865,57902.45543,80677.18699,1358.55217,45.41092,2.34481,72.96404,60.98554,266.66693,280.07738,400.00037,400.00037,1437.78826,1429.23719,1519.71715,1474.26564,6.0,20.0,-120.0,-368.29843,0.0,35575.0,35865.97119,1669.0,34116.57334,80.39785,7709.58315,15000.0,0.65,-0.3174,0.81791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.10834,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.0,0.85365,0.05527,0.09108,71.78741,4.96347,71.78172,46.31079,57953.94404,80679.9506,1360.35603,45.32846,2.34564,72.96488,60.9834,266.66693,279.98037,400.00037,400.00037,1437.74069,1429.2575,1519.61088,1474.33297,6.0,20.0,-120.0,-368.61131,0.0,35575.0,35861.46099,1669.0,34112.05909,80.4019,7713.30343,15000.0,0.65,-0.31694,0.80523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.15722,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.16667,0.85347,0.05537,0.09116,71.79103,4.96602,71.78504,46.31293,58005.36118,80682.71092,1362.15716,45.24654,2.34645,72.96576,60.98129,266.66693,279.88425,400.00037,400.00037,1437.6932,1429.27765,1519.50487,1474.39996,6.0,20.0,-120.0,-368.92158,0.0,35575.0,35856.95775,1669.0,34107.55179,80.40595,7717.00492,15000.0,0.65,-0.31648,0.79257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.20608,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.33333,0.8533,0.05546,0.09124,71.79465,4.96855,71.78837,46.31508,58056.70696,80685.46795,1363.95556,45.16517,2.34725,72.96669,60.97922,266.66693,279.78901,400.00037,400.00037,1437.64577,1429.29763,1519.39911,1474.46661,6.0,20.0,-120.0,-369.22929,0.0,35575.0,35852.46145,1669.0,34103.05144,80.41,7720.68769,15000.0,0.65,-0.31603,0.77993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.25491,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.5,0.85312,0.05555,0.09133,71.79826,4.97108,71.79171,46.31723,58107.98147,80688.22171,1365.75123,45.08434,2.34804,72.96766,60.97718,266.66693,279.69464,400.00037,400.00037,1437.59841,1429.31746,1519.29361,1474.53294,6.0,20.0,-120.0,-369.53444,0.0,35575.0,35847.97206,1669.0,34098.55801,80.41405,7724.35185,15000.0,0.65,-0.31557,0.76731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.30372,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.66667,0.85295,0.05564,0.09141,71.80188,4.97359,71.79504,46.31938,58159.18482,80690.97219,1367.54419,45.00405,2.34881,72.96867,60.97517,266.66693,279.60112,400.00037,400.00037,1437.55112,1429.33713,1519.18836,1474.59893,6.0,20.0,-120.0,-369.83705,0.0,35575.0,35843.48957,1669.0,34094.07147,80.4181,7727.99748,15000.0,0.65,-0.31512,0.75471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.35251,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
36.83333,0.85278,0.05574,0.09149,71.80549,4.97609,71.79839,46.32154,58210.3171,80693.7194,1369.33443,44.92428,2.34958,72.96972,60.9732,266.66693,279.50846,400.00037,400.00037,1437.5039,1429.35664,1519.08336,1474.66459,6.0,20.0,-120.0,-370.13716,0.0,35575.0,35839.01396,1669.0,34089.59181,80.42215,7731.62468,15000.0,0.65,-0.31467,0.74213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.40127,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.0,0.8526,0.05583,0.09157,71.80911,4.97858,71.80173,46.3237,58261.37841,80696.46334,1371.12197,44.84505,2.35033,72.97082,60.97125,266.66693,279.41664,400.00037,400.00037,1437.45675,1429.37598,1518.97861,1474.72993,6.0,20.0,-120.0,-370.43478,0.0,35575.0,35834.54521,1669.0,34085.11901,80.4262,7735.23353,15000.0,0.65,-0.31422,0.72957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.45001,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.16667,0.85243,0.05592,0.09165,71.81272,4.98106,71.80508,46.32586,58312.36886,80699.20401,1372.90679,44.76635,2.35107,72.97195,60.96933,266.66693,279.32564,400.00037,400.00037,1437.40966,1429.39517,1518.87411,1474.79493,6.0,20.0,-120.0,-370.72992,0.0,35575.0,35830.08329,1669.0,34080.65305,80.43025,7738.82412,15000.0,0.65,-0.31377,0.71703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.49873,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.33333,0.85226,0.05601,0.09173,71.81633,4.98352,71.80844,46.32802,58363.28853,80701.94142,1374.68892,44.68817,2.3518,72.97312,60.96745,266.66693,279.23547,400.00037,400.00037,1437.36264,1429.41421,1518.76986,1474.85961,6.0,20.0,-120.0,-371.02262,0.0,35575.0,35825.62819,1669.0,34076.1939,80.43429,7742.39654,15000.0,0.65,-0.31332,0.70451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.54742,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.5,0.85209,0.0561,0.09181,71.81995,4.98598,71.81179,46.33019,58414.13754,80704.67558,1376.46834,44.61051,2.35252,72.97433,60.96559,266.66693,279.14612,400.00037,400.00037,1437.31568,1429.43308,1518.66586,1474.92396,6.0,20.0,-120.0,-371.31288,0.0,35575.0,35821.17989,1669.0,34071.74155,80.43834,7745.95087,15000.0,0.65,-0.31287,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.59609,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.66667,0.85192,0.0562,0.09189,71.82356,4.98842,71.81516,46.33236,58464.91596,80707.40648,1378.24508,44.53336,2.35323,72.97558,60.96376,266.66693,279.05756,400.00037,400.00037,1437.2688,1429.4518,1518.56211,1474.98798,6.0,20.0,-120.0,-371.60074,0.0,35575.0,35816.73836,1669.0,34067.29598,80.44239,7749.48722,15000.0,0.65,-0.31243,0.67952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.64473,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
37.83333,0.85174,0.05629,0.09197,71.82717,4.99085,71.81852,46.33453,58515.62391,80710.13414,1380.01912,44.45673,2.35393,72.97686,60.96196,266.66693,278.9698,400.00037,400.00037,1437.22198,1429.47036,1518.4586,1475.05169,6.0,20.0,-120.0,-371.88621,0.0,35575.0,35812.30359,1669.0,34062.85716,80.44643,7753.00566,15000.0,0.65,-0.31198,0.66705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.69335,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.0,0.85157,0.05638,0.09205,71.83079,4.99327,71.82189,46.3367,58566.26148,80712.85855,1381.79047,44.3806,2.35462,72.97819,60.96019,266.66693,278.88283,400.00037,400.00037,1437.17522,1429.48877,1518.35534,1475.11506,6.0,20.0,-120.0,-372.16931,0.0,35575.0,35807.87556,1669.0,34058.42508,80.45048,7756.50628,15000.0,0.65,-0.31154,0.6546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.74195,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.16667,0.8514,0.05647,0.09213,71.8344,4.99568,71.82527,46.33888,58616.82877,80715.57971,1383.55915,44.30498,2.35529,72.97954,60.95845,266.66693,278.79664,400.00037,400.00037,1437.12854,1429.50702,1518.25232,1475.17812,6.0,20.0,-120.0,-372.45006,0.0,35575.0,35803.45425,1669.0,34053.99972,80.45453,7759.98916,15000.0,0.65,-0.3111,0.64218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.79053,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.33333,0.85123,0.05656,0.09221,71.83801,4.99807,71.82864,46.34106,58667.32588,80718.29764,1385.32514,44.22987,2.35596,72.98094,60.95673,266.66693,278.71121,400.00037,400.00037,1437.08192,1429.52511,1518.14955,1475.24086,6.0,20.0,-120.0,-372.72848,0.0,35575.0,35799.03963,1669.0,34049.58106,80.45857,7763.4544,15000.0,0.65,-0.31066,0.62977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.83908,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.5,0.85106,0.05665,0.09229,71.84162,5.00046,71.83202,46.34324,58717.7529,80721.01234,1387.08847,44.15525,2.35662,72.98237,60.95504,266.66693,278.62655,400.00037,400.00037,1437.03536,1429.54306,1518.04702,1475.30327,6.0,20.0,-120.0,-373.00459,0.0,35575.0,35794.63169,1669.0,34045.16907,80.46262,7766.90208,15000.0,0.65,-0.31022,0.61738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.8876,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.66667,0.85089,0.05674,0.09237,71.84524,5.00283,71.83541,46.34542,58768.10993,80723.7238,1388.84912,44.08113,2.35727,72.98383,60.95338,266.66693,278.54264,400.00037,400.00037,1436.98887,1429.56084,1517.94473,1475.36537,6.0,20.0,-120.0,-373.27841,0.0,35575.0,35790.23041,1669.0,34040.76375,80.46666,7770.33228,15000.0,0.65,-0.30978,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.93611,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
38.83333,0.85072,0.05683,0.09245,71.84885,5.00519,71.83879,46.34761,58818.39707,80726.43204,1390.60711,44.0075,2.35791,72.98533,60.95174,266.66693,278.45947,400.00037,400.00037,1436.94245,1429.57848,1517.84269,1475.42715,6.0,20.0,-120.0,-373.54996,0.0,35575.0,35785.83577,1669.0,34036.36506,80.47071,7773.74509,15000.0,0.65,-0.30934,0.59265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.98459,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.0,0.85055,0.05692,0.09253,71.85246,5.00754,71.84219,46.3498,58868.61442,80729.13706,1392.36243,43.93436,2.35853,72.98686,60.95012,266.66693,278.37704,400.00037,400.00037,1436.89609,1429.59596,1517.74088,1475.48861,6.0,20.0,-120.0,-373.81925,0.0,35575.0,35781.44774,1669.0,34031.97299,80.47475,7777.14059,15000.0,0.65,-0.30891,0.58032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.03304,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.16667,0.85039,0.05701,0.09261,71.85607,5.00988,71.84558,46.35199,58918.76207,80731.83886,1394.1151,43.86171,2.35915,72.98842,60.94853,266.66693,278.29533,400.00037,400.00037,1436.8498,1429.61329,1517.63932,1475.54975,6.0,20.0,-120.0,-374.08631,0.0,35575.0,35777.06632,1669.0,34027.58752,80.4788,7780.51887,15000.0,0.65,-0.30848,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.08147,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.33333,0.85022,0.0571,0.09268,71.85968,5.01221,71.84898,46.35418,58968.84011,80734.53745,1395.86512,43.78954,2.35976,72.99001,60.94697,266.66693,278.21435,400.00037,400.00037,1436.80357,1429.63047,1517.538,1475.61058,6.0,20.0,-120.0,-374.35115,0.0,35575.0,35772.69148,1669.0,34023.20864,80.48284,7783.88001,15000.0,0.65,-0.30804,0.5557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.12988,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.5,0.85005,0.05719,0.09276,71.86329,5.01453,71.85238,46.35637,59018.84865,80737.23282,1397.61248,43.71785,2.36036,72.99164,60.94543,266.66693,278.13408,400.00037,400.00037,1436.75741,1429.6475,1517.43691,1475.6711,6.0,20.0,-120.0,-374.6138,0.0,35575.0,35768.3232,1669.0,34018.83631,80.48689,7787.22409,15000.0,0.65,-0.30761,0.54342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.17827,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.66667,0.84988,0.05728,0.09284,71.8669,5.01683,71.85578,46.35857,59068.78779,80739.92499,1399.3572,43.64663,2.36096,72.9933,60.94392,266.66692,278.05452,400.00037,400.00037,1436.71131,1429.66438,1517.33606,1475.73131,6.0,20.0,-120.0,-374.87426,0.0,35575.0,35763.96146,1669.0,34014.47053,80.49093,7790.5512,15000.0,0.65,-0.30718,0.53116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.22663,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
39.83333,0.84971,0.05737,0.09292,71.87051,5.01913,71.85919,46.36077,59118.65761,80742.61395,1401.09928,43.57589,2.36154,72.99499,60.94242,266.66692,277.97565,400.00037,400.00037,1436.66527,1429.6811,1517.23545,1475.7912,6.0,20.0,-120.0,-375.13257,0.0,35575.0,35759.60624,1669.0,34010.11127,80.49497,7793.86142,15000.0,0.65,-0.30675,0.51892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.27497,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.0,0.84955,0.05745,0.093,71.87412,5.02141,71.8626,46.36297,59168.45821,80745.29972,1402.83872,43.50562,2.36211,72.9967,60.94095,266.66692,277.89747,400.00037,400.00037,1436.61931,1429.69768,1517.13508,1475.85078,6.0,20.0,-120.0,-375.38873,0.0,35575.0,35755.25753,1669.0,34005.75852,80.49901,7797.15483,15000.0,0.65,-0.30632,0.5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.32328,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.16667,0.84938,0.05754,0.09308,71.87773,5.02369,71.86601,46.36517,59218.1897,80747.98229,1404.57553,43.43582,2.36268,72.99845,60.93951,266.66692,277.81997,400.00037,400.00037,1436.5734,1429.71411,1517.03494,1475.91005,6.0,20.0,-120.0,-375.64276,0.0,35575.0,35750.91531,1669.0,34001.41225,80.50306,7800.43151,15000.0,0.65,-0.3059,0.49449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.37158,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.33333,0.84921,0.05763,0.09316,71.88134,5.02595,71.86943,46.36737,59267.85216,80750.66167,1406.3097,43.36648,2.36324,73.00023,60.93808,266.66692,277.74315,400.00037,400.00037,1436.52756,1429.73039,1516.93504,1475.96902,6.0,20.0,-120.0,-375.89469,0.0,35575.0,35746.57955,1669.0,33997.07245,80.5071,7803.69154,15000.0,0.65,-0.30547,0.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.41984,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.5,0.84905,0.05772,0.09323,71.88495,5.0282,71.87284,46.36958,59317.4457,80753.33786,1408.04126,43.2976,2.36379,73.00204,60.93668,266.66692,277.66699,400.00037,400.00037,1436.48178,1429.74652,1516.83537,1476.02767,6.0,20.0,-120.0,-376.14452,0.0,35575.0,35742.25024,1669.0,33992.73909,80.51114,7806.93501,15000.0,0.65,-0.30505,0.47013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.46809,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.66667,0.84888,0.05781,0.09331,71.88856,5.03044,71.87626,46.37178,59366.9704,80756.01087,1409.77019,43.22917,2.36433,73.00387,60.9353,266.66692,277.5915,400.00037,400.00037,1436.43607,1429.76251,1516.73594,1476.08602,6.0,20.0,-120.0,-376.39228,0.0,35575.0,35737.92735,1669.0,33988.41217,80.51518,7810.162,15000.0,0.65,-0.30462,0.45798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.51631,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
40.83333,0.84872,0.0579,0.09339,71.89216,5.03267,71.87969,46.37399,59416.42637,80758.68069,1411.4965,43.16121,2.36486,73.00573,60.93394,266.66692,277.51665,400.00037,400.00037,1436.39041,1429.77834,1516.63674,1476.14407,6.0,20.0,-120.0,-376.63799,0.0,35575.0,35733.61088,1669.0,33984.09165,80.51922,7813.37258,15000.0,0.65,-0.3042,0.44585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.56451,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.0,0.84855,0.05798,0.09347,71.89577,5.03489,71.88311,46.3762,59465.81369,80761.34734,1413.2202,43.09369,2.36538,73.00762,60.9326,266.66692,277.44246,400.00037,400.00037,1436.34483,1429.79403,1516.53777,1476.20181,6.0,20.0,-120.0,-376.88166,0.0,35575.0,35729.3008,1669.0,33979.77753,80.52326,7816.56683,15000.0,0.65,-0.30378,0.43373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.61269,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.16667,0.84839,0.05807,0.09354,71.89938,5.0371,71.88654,46.37842,59515.13247,80764.01082,1414.94129,43.02662,2.3659,73.00954,60.93128,266.66692,277.3689,400.00037,400.00037,1436.2993,1429.80958,1516.43903,1476.25924,6.0,20.0,-120.0,-377.1233,0.0,35575.0,35724.99709,1669.0,33975.46978,80.52731,7819.74484,15000.0,0.65,-0.30336,0.42164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.66084,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.33333,0.84822,0.05816,0.09362,71.90299,5.0393,71.88998,46.38063,59564.3828,80766.67113,1416.65977,42.96,2.36641,73.01148,60.92998,266.66692,277.29597,400.00037,400.00037,1436.25384,1429.82498,1516.34052,1476.31637,6.0,20.0,-120.0,-377.36294,0.0,35575.0,35720.69973,1669.0,33971.16838,80.53135,7822.90667,15000.0,0.65,-0.30294,0.40956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.70897,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.5,0.84806,0.05824,0.0937,71.90659,5.04149,71.89341,46.38285,59613.56477,80769.32827,1418.37565,42.89382,2.36691,73.01345,60.9287,266.66692,277.22368,400.00037,400.00037,1436.20844,1429.84023,1516.24224,1476.3732,6.0,20.0,-120.0,-377.60059,0.0,35575.0,35716.40871,1669.0,33966.87332,80.53539,7826.05242,15000.0,0.65,-0.30252,0.39749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.75707,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.66667,0.84789,0.05833,0.09378,71.9102,5.04367,71.89685,46.38506,59662.67849,80771.98225,1420.08894,42.82808,2.36741,73.01545,60.92744,266.66692,277.15199,400.00037,400.00037,1436.1631,1429.85534,1516.14419,1476.42973,6.0,20.0,-120.0,-377.83627,0.0,35575.0,35712.124,1669.0,33962.58458,80.53943,7829.18216,15000.0,0.65,-0.30211,0.38545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.80516,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
41.83333,0.84773,0.05842,0.09385,71.91381,5.04584,71.90029,46.38728,59711.72403,80774.63307,1421.79963,42.76278,2.36789,73.01747,60.9262,266.66692,277.08092,400.00037,400.00037,1436.11783,1429.87031,1516.04637,1476.48597,6.0,20.0,-120.0,-378.06999,0.0,35575.0,35707.8456,1669.0,33958.30213,80.54347,7832.29597,15000.0,0.65,-0.30169,0.37342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.85322,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.0,0.84757,0.0585,0.09393,71.91741,5.04799,71.90373,46.3895,59760.70151,80777.28074,1423.50773,42.69791,2.36837,73.01951,60.92498,266.66692,277.01046,400.00037,400.00037,1436.07262,1429.88513,1515.94878,1476.5419,6.0,20.0,-120.0,-378.30177,0.0,35575.0,35703.57348,1669.0,33954.02597,80.5475,7835.39392,15000.0,0.65,-0.30128,0.36142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.90125,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.16667,0.8474,0.05859,0.09401,71.92102,5.05014,71.90717,46.39172,59809.611,80779.92526,1425.21324,42.63347,2.36884,73.02158,60.92378,266.66692,276.9406,400.00037,400.00037,1436.02746,1429.89981,1515.85141,1476.59753,6.0,20.0,-120.0,-378.53163,0.0,35575.0,35699.30761,1669.0,33949.75607,80.55154,7838.47609,15000.0,0.65,-0.30087,0.34942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.94927,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.33333,0.84724,0.05868,0.09408,71.92463,5.05228,71.91062,46.39395,59858.45262,80782.56664,1426.91617,42.56946,2.36931,73.02367,60.9226,266.66692,276.87133,400.00037,400.00037,1435.98238,1429.91435,1515.75427,1476.65287,6.0,20.0,-120.0,-378.75959,0.0,35575.0,35695.048,1669.0,33945.49241,80.55558,7841.54255,15000.0,0.65,-0.30045,0.33745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212.99726,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.5,0.84708,0.05876,0.09416,71.92823,5.0544,71.91407,46.39617,59907.22645,80785.20487,1428.61653,42.50588,2.36977,73.02579,60.92143,266.66692,276.80264,400.00037,400.00037,1435.93735,1429.92874,1515.65736,1476.70791,6.0,20.0,-120.0,-378.98565,0.0,35575.0,35690.7946,1669.0,33941.23498,80.55962,7844.5934,15000.0,0.65,-0.30004,0.32549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.04522,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.66667,0.84692,0.05885,0.09424,71.93184,5.05652,71.91752,46.3984,59955.93258,80787.83996,1430.31431,42.44272,2.37022,73.02793,60.92029,266.66692,276.73454,400.00037,400.00037,1435.89238,1429.943,1515.56066,1476.76266,6.0,20.0,-120.0,-379.20983,0.0,35575.0,35686.54742,1669.0,33936.98376,80.56366,7847.62869,15000.0,0.65,-0.29964,0.31356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.09317,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
42.83333,0.84675,0.05893,0.09431,71.93544,5.05863,71.92097,46.40063,60004.57111,80790.47192,1432.00952,42.37997,2.37066,73.03009,60.91916,266.66692,276.667,400.00037,400.00037,1435.84748,1429.95711,1515.4642,1476.81711,6.0,20.0,-120.0,-379.43215,0.0,35575.0,35682.30643,1669.0,33932.73873,80.5677,7850.6485,15000.0,0.65,-0.29923,0.30163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.14109,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
43.0,0.84659,0.05902,0.09439,71.93905,5.06073,71.92443,46.40286,60053.14213,80793.10074,1433.70216,42.31765,2.3711,73.03228,60.91804,266.66692,276.60004,400.00037,400.00037,1435.80264,1429.97108,1515.36795,1476.87127,6.0,20.0,-120.0,-379.65263,0.0,35575.0,35678.0716,1669.0,33928.49987,80.57173,7853.65292,15000.0,0.65,-0.29882,0.28973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213.18899,0.0,0.0,19.34043,0.0,3.99492,2.99885,52.7511,35.68649,0.02029,0.00351,0.0,0.0,0.0,0.0
